,actual_y,estimated_y,error_of_y(actual_y-estimated_y),std_of_estimated_y
76,-88.24480435753351,-140.78798546061202,52.54318110307851,25.874985530980744
77,-137.6146388212002,-142.8411122445657,5.226473423365491,25.776742261494743
78,-164.0994051259881,-145.67946681001166,-18.419938315976452,26.029283069964546
79,-121.50542871426882,-141.3937349605404,19.888306246271583,25.80553549322868
80,-139.0840774717665,-138.126671474493,-0.9574059972734972,25.84843733556499
81,-144.12069274208355,-141.46755386074605,-2.6531388813374974,25.699353203278267
82,-189.30834435847163,-141.00677074615527,-48.30157361231636,25.842958409266416
83,-92.50679295089554,-144.44564416208124,51.93885121118569,25.793012917908563
84,-157.60921660952323,-141.24781026756168,-16.361406341961555,25.8531233448917
85,-122.8565796167686,-140.89198020424885,18.035400587480254,25.737709927250073
86,-134.15933343542042,-141.54053111204007,7.381197676619649,25.78666116588501
87,-157.8553954367517,-140.69101714679434,-17.16437828995737,25.90029972531415
88,-140.3053224129439,-141.92836557958304,1.6230431666391496,25.752038263004305
89,-157.71451486885883,-140.13965293419744,-17.574861934661385,25.84091592917699
90,-146.59920912098374,-141.50421076382364,-5.094998357160108,25.78168728382366
91,-108.73367606257658,-142.0731631045314,33.339487041954825,25.772815554033237
92,-158.66787372283673,-142.96664627332245,-15.701227449514278,25.80844366696674
93,-143.70806147345252,-138.63832657575196,-5.069734897700556,25.78604701499819
94,-167.5127961390968,-139.16573311909406,-28.347063020002736,25.83362756204657
95,-157.68008192491828,-147.521543999606,-10.158537925312288,26.27928443120745
96,-147.14279457969718,-144.94252932205262,-2.20026525764456,26.01628909021653
97,-121.02130672080476,-139.42201048208415,18.400703761279388,25.785190958942827
98,-117.352556436452,-140.81453863049,23.461982194038,25.836900406897218
99,-113.04790501924006,-139.44792372834556,26.400018709105495,25.949612672093657
100,-142.20031241323028,-140.96843931956846,-1.231873093661818,25.83108490374682
101,-177.68231283367885,-141.4095372182967,-36.27277561538216,25.79129726739672
102,-111.66634540106084,-141.2565031964313,29.590157795370473,25.734981118051902
103,-127.64699385978184,-140.19777993752308,12.550786077741236,25.790903607111282
104,-147.31493400494807,-140.89136506121008,-6.42356894373799,25.754780538393078
105,-144.6122650535858,-141.4591246924306,-3.153140361155181,25.868510449622807
106,-88.59594495344875,-140.5171098325206,51.92116487907184,25.74750710733404
107,-134.5077995826587,-142.73062812421057,8.222828541551877,25.752075202770556
108,-122.67305124036452,-140.3701615436086,17.697110303244074,25.79226650293806
109,-118.49020178103235,-141.09800128332847,22.607799502296118,25.841743242110567
110,-150.21738382283854,-141.34334914361872,-8.874034679219818,26.20420589042962
111,-162.1156590851387,-139.80552854339786,-22.310130541740847,25.756859640396698
112,-115.22213487591826,-143.4648091326634,28.242674256745133,25.916301157609084
113,-157.65044568475665,-140.83387870225047,-16.816566982506174,25.807843424477625
114,-103.24795820063494,-140.21773154940968,36.96977334877474,25.792136741780833
115,-174.0118859819923,-138.32562988830307,-35.686256093689224,26.077056600345003
116,-156.54244295991109,-139.81243229597254,-16.730010663938543,25.79494757977551
117,-161.53553295156308,-141.29557975665708,-20.239953194906008,25.749954119467183
118,-140.19976370035397,-141.8677928590439,1.668029158689933,25.84032142535636
119,-153.5171592878008,-140.45640344024474,-13.060755847556067,25.79634421774373
120,-116.3391426678248,-140.9000292459031,24.56088657807831,25.793733269989943
121,-175.13980818107052,-142.42568475472748,-32.714123426343036,26.389771736364377
122,-120.20300042685156,-141.78371634655485,21.580715919703295,25.90072506897025
123,-129.26514459361383,-140.43787145208424,11.172726858470412,26.008194837158516
124,-127.35446434238986,-138.6783872062002,11.323922863810338,26.0560898268381
125,-129.3567848288078,-139.54002378968949,10.183238960881681,25.76530021776454
126,-149.728993065722,-140.90042231088933,-8.828570754832668,25.79883579291751
127,-151.70748156206255,-142.62474093064037,-9.082740631422183,25.93446572533331
128,-168.14997100637646,-140.68256128691644,-27.467409719460022,25.77840993494577
129,-149.2825494272578,-141.59335127971755,-7.689198147540253,25.795635877030918
130,-137.32406431785478,-146.3955396345559,9.071475316701111,25.903702905649244
131,-125.41732855582016,-145.38760718271445,19.970278626894284,25.8040632345543
132,-128.04626169197485,-145.8017403580754,17.755478666100544,25.842670210561323
133,-138.48982799503764,-145.28090736963404,6.791079374596393,25.85166633726049
134,-166.7663653468184,-145.6244955048028,-21.14186984201558,25.850151200092675
135,-138.10670906719787,-146.9725413103659,8.865832243168029,25.824019468981486
136,-167.6709452620698,-145.67634031515297,-21.994604946916837,25.895269239813206
137,-148.58932661768014,-145.73887101485096,-2.850455602829186,25.949068331994308
138,-145.67744888674474,-145.91601182684326,0.23856294009851808,25.800886023672994
139,-156.54751613232253,-145.7018074896539,-10.845708642668626,25.774342927371578
140,-183.34532609901404,-145.6406898807178,-37.70463621829626,25.782195736881846
141,-126.33924634394542,-145.89408576042382,19.5548394164784,25.780051014224718
142,-146.76530089920567,-145.73260815821382,-1.0326927409918483,25.827409922702415
143,-135.88871883835705,-144.8251644296807,8.936445591323661,25.81601994954244
144,-173.41552529381335,-147.50081763543346,-25.914707658379882,25.861884953242384
145,-185.5811133723789,-147.18063244637085,-38.40048092600804,25.79717317120746
146,-159.20845306035102,-145.16094705802308,-14.047506002327935,25.994849641847335
147,-117.49230502552936,-146.34992211219165,28.857617086662287,25.837376215090785
148,-193.82238746951828,-147.58727572629036,-46.23511174322792,25.775229163291343
149,-143.53954506627872,-148.14506160422107,4.60551653794235,25.86674234962857
150,-193.79482950622332,-148.55067562489435,-45.24415388132897,25.960649074940896
151,-165.1336496049087,-147.93357210902397,-17.200077495884727,25.95526063064533
152,-114.89235172132167,-147.3020384265393,32.409686705217624,25.924649095766313
153,-152.9951265054088,-149.17030528156585,-3.824821223842946,25.919601195660864
154,-164.49705195182256,-147.63574110132785,-16.861310850494704,25.86058129542711
155,-150.93574617264773,-148.2304251669781,-2.7053210056696173,25.91506712004383
156,-106.99863406519724,-147.23527117404046,40.236637108843226,25.848664402058276
157,-154.66053362405532,-148.6656735181325,-5.994860105922811,25.908059609775314
158,-170.87519566214416,-150.64474934215238,-20.230446319991785,26.208815393636232
159,-148.15282019392234,-148.80125010393377,0.6484299100114299,26.022478656375785
160,-111.61329650427663,-145.59397359159647,33.98067708731983,25.81836600885065
161,-136.0094845050022,-147.46530858472883,11.455824079726625,25.771811173452107
162,-139.99479743314893,-146.48312688811126,6.488329454962326,25.777894439756796
163,-120.10154432157417,-146.62562123037338,26.524076908799216,25.75659438314281
164,-155.130407361975,-147.75843142576943,-7.371975936205558,25.830505529298758
165,-148.4705003077819,-146.35730413849396,-2.1131961692879315,25.83765895947338
166,-149.40543047618593,-149.50130700574312,0.09587652955718795,25.855461036303517
167,-107.95557858894972,-147.04095302015637,39.085374431206645,25.835321018157668
168,-121.0118569081054,-148.978778757053,27.966921848947592,25.808600451438195
169,-149.13738186770115,-148.08678603752264,-1.0505958301785085,25.927050857858617
170,-149.02811412346944,-144.78386770452343,-4.244246418946005,25.78503168761044
171,-136.11709749253757,-146.49770879067916,10.380611298141588,25.89078218844907
172,-169.994090056443,-148.62491189529683,-21.36917816114618,25.83639606245663
173,-125.80690809783869,-148.16337182438616,22.356463726547474,25.907700358748187
174,-148.66608286691022,-148.23771948585446,-0.42836338105576033,25.762871227465066
175,-199.0766019959672,-150.49716500207006,-48.57943699389713,25.90540801813153
176,-149.55626317871233,-150.59416604803948,1.037902869327155,25.855314117367378
177,-235.8064863466145,-148.9954437974192,-86.81104254919529,25.91677799367448
