,actual_y,estimated_y,error_of_y(actual_y-estimated_y)
44,-120.11540106333824,-144.6517327982484,24.53633173491015
45,-150.74760181296847,-146.43455184810392,-4.313049964864547
46,-105.18826461842116,-145.80168369013228,40.61341907171112
47,-109.55940121272111,-145.58491604142617,36.025514828705056
48,-146.51468697202205,-145.51104460741834,-1.0036423646037065
49,-187.2173270241185,-146.46872180013705,-40.74860522398146
50,-169.68100768852145,-143.9170968724247,-25.76391081609674
51,-122.77130696775296,-145.01995149664032,22.248644528887354
52,-167.6447025934931,-145.33678765200833,-22.307914941484768
53,-120.05333916057332,-149.31982373783242,29.266484577259106
54,-116.87196580688308,-145.37286853121358,28.5009027243305
55,-165.49334385527868,-147.61366341700477,-17.87968043827391
56,-139.14995827420682,-142.43032224739642,3.280363973189594
57,-153.4606575497882,-145.67029050038897,-7.7903670493992365
58,-169.3128346012692,-145.9735245464178,-23.33931005485141
59,-191.71614262873408,-140.1111280702148,-51.60501455851929
60,-106.96968808003966,-146.40835478228306,39.438666702243395
61,-151.88811100091348,-143.85968075374407,-8.02843024716941
62,-178.30713615528867,-142.41374642008236,-35.89338973520631
63,-109.4321754251306,-140.62723875092038,31.19506332578979
64,-129.93439080794488,-140.806710306945,10.872319499000128
65,-110.37081579160906,-144.00593612451917,33.635120332910105
66,-130.56295765200375,-140.17392070108772,9.610963049083978
67,-115.99567047615848,-141.12775976775924,25.132089291600764
68,-129.17865123162971,-148.15549341530738,18.97684218367766
69,-151.25966965381969,-143.54837817266247,-7.711291481157218
70,-109.4333241547549,-145.833874308115,36.400550153360115
71,-109.22022618299349,-142.51321529487987,33.292989111886385
72,-145.7589661770853,-143.03165804613207,-2.727308130953247
73,-160.9761547050408,-143.84735302487906,-17.128801680161757
74,-116.38768428239044,-143.16957488785846,26.78189060546802
75,-146.78637589270306,-142.2257691410993,-4.560606751603757
76,-88.24480435753351,-141.68630300283212,53.44149864529861
77,-137.6146388212002,-143.46219148969723,5.8475526684970305
78,-164.0994051259881,-144.88974043047565,-19.20966469551246
79,-121.50542871426882,-140.790931782525,19.28550306825619
80,-139.0840774717665,-136.25100976359255,-2.8330677081739566
81,-144.12069274208355,-142.43678436971197,-1.683908372371576
82,-189.30834435847163,-139.70853242136334,-49.599811937108285
83,-92.50679295089554,-145.33503476940908,52.82824181851353
84,-157.60921660952323,-140.32718031009853,-17.282036299424703
85,-122.8565796167686,-140.29079032819064,17.43421071142204
86,-134.15933343542042,-140.69811333828167,6.5387799028612505
87,-157.8553954367517,-139.42794673924323,-18.42744869750848
88,-140.3053224129439,-141.90726797727675,1.6019455643328513
89,-157.71451486885883,-139.79537773482082,-17.91913713403801
90,-146.59920912098374,-141.82529207132873,-4.773917049655012
91,-108.73367606257658,-142.6148541566389,33.88117809406232
92,-158.66787372283673,-140.95896071191913,-17.7089130109176
93,-143.70806147345252,-138.48017758480086,-5.227883888651661
94,-167.5127961390968,-138.82156403223996,-28.69123210685683
95,-157.68008192491828,-147.48545421288335,-10.19462771203493
96,-147.14279457969718,-145.09287483122546,-2.049919748471723
97,-121.02130672080476,-138.78805883387193,17.76675211306717
98,-117.352556436452,-137.98023981307549,20.62768337662348
99,-113.04790501924006,-140.69113258330904,27.64322756406898
100,-142.20031241323028,-141.97068320749977,-0.22962920573050383
101,-177.68231283367885,-141.6831352147207,-35.99917761895816
102,-111.66634540106084,-142.4160202063595,30.749674805298653
103,-127.64699385978184,-140.91156555849517,13.264571698713326
104,-147.31493400494807,-141.63173234449343,-5.6832016604546425
105,-144.6122650535858,-140.88592731692333,-3.726337736662458
106,-88.59594495344875,-140.54925454857715,51.9533095951284
107,-134.5077995826587,-142.20741970854155,7.699620125882859
108,-122.67305124036452,-141.7599796101363,19.086928369771783
109,-118.49020178103235,-141.79050455851834,23.30030277748598
110,-150.21738382283854,-140.81077451763701,-9.406609305201528
111,-162.1156590851387,-139.35613904076283,-22.759520044375876
112,-115.22213487591826,-144.2972989502214,29.075164074303146
113,-157.65044568475665,-139.45373375656607,-18.19671192819058
114,-103.24795820063494,-139.36354078503015,36.11558258439521
115,-174.0118859819923,-135.41956853465294,-38.592317447339354
116,-156.54244295991109,-137.80389215255647,-18.738550807354613
117,-161.53553295156308,-141.2565389141926,-20.278994037370495
118,-140.19976370035397,-140.93492328474534,0.7351595843913685
119,-153.5171592878008,-141.43790407750626,-12.079255210294548
120,-116.3391426678248,-142.02430862471792,25.685165956893115
121,-175.13980818107052,-137.8647949085594,-37.27501327251113
122,-120.20300042685156,-143.04546658294745,22.842466156095895
123,-129.26514459361383,-142.4131382277836,13.14799363416978
124,-127.35446434238986,-140.6946175876707,13.340153245280845
125,-129.3567848288078,-138.75878148493808,9.40199665613028
126,-149.728993065722,-140.83442119557523,-8.894571870146763
127,-151.70748156206255,-140.60852556626247,-11.098955995800083
128,-168.14997100637646,-141.41425441164242,-26.735716594734043
129,-149.2825494272578,-142.53260739750232,-6.749942029755488
130,-137.32406431785478,-146.8180266405994,9.493962322744636
131,-125.41732855582016,-146.30779782058352,20.890469264763354
132,-128.04626169197485,-146.1157623795408,18.06950068756595
133,-138.48982799503764,-145.59998762288046,7.110159627842819
134,-166.7663653468184,-145.3815467763979,-21.384818570420492
135,-138.10670906719787,-146.55552001615757,8.448810948959704
136,-167.6709452620698,-144.4574501013193,-23.21349516075051
137,-148.58932661768014,-146.01116466788346,-2.57816194979668
138,-145.67744888674474,-145.98548905619242,0.3080401694476791
139,-156.54751613232253,-145.58563663813203,-10.961879494190498
140,-183.34532609901404,-145.3028006323056,-38.04252546670844
141,-126.33924634394542,-145.80209560740096,19.46284926345554
142,-146.76530089920567,-144.90464895095664,-1.8606519482490285
143,-135.88871883835705,-145.1068908480819,9.218172009724839
144,-173.41552529381335,-147.62013867498734,-25.795386618826
145,-185.5811133723789,-146.38437535375033,-39.196738018628565
146,-159.20845306035102,-145.15064383913594,-14.05780922121508
147,-117.49230502552936,-147.5219577952412,30.029652769711845
148,-193.82238746951828,-144.39752513392406,-49.42486233559421
149,-143.53954506627872,-149.49679556108111,5.957250494802395
150,-193.79482950622332,-146.3453967875616,-47.44943271866171
151,-165.1336496049087,-148.22095068415732,-16.91269892075138
152,-114.89235172132167,-148.16040218801876,33.26805046669709
153,-152.9951265054088,-147.54751046924093,-5.447616036167858
154,-164.49705195182256,-147.84338627677576,-16.653665675046796
155,-150.93574617264773,-148.42067739086033,-2.5150687817873916
156,-106.99863406519724,-150.35959260071317,43.360958535515934
157,-154.66053362405532,-147.64208596809647,-7.018447655958852
158,-170.87519566214416,-149.71845623137412,-21.156739430770045
159,-148.15282019392234,-148.8531593025619,0.7003391086395538
160,-111.61329650427663,-145.0272298600907,33.413933355814066
161,-136.0094845050022,-146.94871119564215,10.939226690639941
162,-139.99479743314893,-146.96928078603932,6.974483352890388
163,-120.10154432157417,-146.80553572633275,26.703991404758582
164,-155.130407361975,-147.233383346955,-7.89702401501998
165,-148.4705003077819,-144.6696655283506,-3.800834779431284
166,-149.40543047618593,-150.2636237325521,0.858193256366178
167,-107.95557858894972,-148.58420537287768,40.628626783927956
168,-121.0118569081054,-148.3239520909373,27.312095182831897
169,-149.13738186770115,-148.79464137364545,-0.34274049405570395
170,-149.02811412346944,-145.09826760305054,-3.9298465204188915
171,-136.11709749253757,-145.74450645177356,9.627408959235993
172,-169.994090056443,-151.8521985171082,-18.141891539334807
173,-125.80690809783869,-147.54961557270582,21.74270747486713
174,-148.66608286691022,-147.75983617397432,-0.9062466929358948
175,-199.0766019959672,-149.48908439836967,-49.587517597597525
176,-149.55626317871233,-150.3503278634662,0.794064684753863
177,-235.8064863466145,-146.59266835238168,-89.21381799423281
