,actual_y,estimated_y,error_of_y(actual_y-estimated_y),std_of_estimated_y
93,-143.70806147345252,-142.42127635107914,-1.2867851223733737,25.406932239499966
94,-167.5127961390968,-147.19516067965802,-20.317635459438776,25.42466806936024
95,-157.68008192491828,-148.05469425100776,-9.625387673910524,25.594544128869217
96,-147.14279457969718,-145.3337241835391,-1.8090703961580914,25.497350142387823
97,-121.02130672080476,-138.0513903687084,17.030083647903652,25.41738715723239
98,-117.352556436452,-137.69546917283097,20.342912736378963,25.439692067870798
99,-113.04790501924006,-136.61289973923866,23.564994719998595,25.468754557051014
100,-142.20031241323028,-142.21881168517749,0.018499271947206353,25.43903860289022
101,-177.68231283367885,-149.55288427296395,-28.1294285607149,25.42423163192797
102,-111.66634540106084,-137.14464559663466,25.478300195573823,25.394075351299875
103,-127.64699385978184,-139.50363016253667,11.856636302754822,25.421647397851107
104,-147.31493400494807,-143.2574980276085,-4.057435977339566,25.409625906746513
105,-144.6122650535858,-143.67887509537303,-0.9333899582127572,25.44120795866512
106,-88.59594495344875,-132.00681625587978,43.41087130243103,25.405515959074272
107,-134.5077995826587,-141.97532696269212,7.467527380033431,25.40665461693721
108,-122.67305124036452,-138.94844683369013,16.275395593325612,25.411726844508536
109,-118.49020178103235,-137.89578207073944,19.40558028970709,25.44112710877769
110,-150.21738382283854,-144.32642494060448,-5.8909588822340595,25.5644486793002
111,-162.1156590851387,-146.4180068952789,-15.69765218985981,25.39892187846004
112,-115.22213487591826,-138.48230085821461,23.260165982296357,25.464675553607425
113,-157.65044568475665,-145.67217224802582,-11.97827343673083,25.42524827120662
114,-103.24795820063494,-135.01247364048552,31.764515439850584,25.41617632319815
115,-174.0118859819923,-147.5597821202925,-26.452103861699783,25.526814175227273
116,-156.54244295991109,-144.76378253345948,-11.778660426451609,25.425519712350454
117,-161.53553295156308,-146.89010000708205,-14.64543294448103,25.39763302621641
118,-140.19976370035397,-143.00386244673234,2.804098746378372,25.440766476622574
119,-153.5171592878008,-144.40023919920569,-9.116920088595123,25.424981298857254
120,-116.3391426678248,-137.471548005911,21.132405338086187,25.42085044848958
121,-175.13980818107052,-150.23655808309763,-24.903250097972887,25.632370427061595
122,-120.20300042685156,-139.16752694482864,18.964526517977077,25.45630468682945
123,-129.26514459361383,-140.39815141492497,11.133006821311142,25.486991171566622
124,-127.35446434238986,-139.1593649624026,11.804900620012745,25.507278382407588
125,-129.3567848288078,-139.78802991848818,10.431245089680374,25.40592209066884
126,-149.728993065722,-144.55093378690563,-5.178059278816363,25.410335153822246
127,-151.70748156206255,-145.27334824231096,-6.434133319751595,25.47705331636909
128,-168.14997100637646,-147.857975815348,-20.291995191028462,25.409355400846163
129,-149.2825494272578,-144.16737143155217,-5.115177995705636,25.425412093777638
130,-137.32406431785478,-144.17117824230075,6.847113924445978,25.459249422669032
131,-125.41732855582016,-141.6180078017085,16.200679245888338,25.42796558856136
132,-128.04626169197485,-142.14166422992815,14.095402537953305,25.445487169239616
133,-138.48982799503764,-143.94556945231673,5.455741457279089,25.44342791101326
134,-166.7663653468184,-149.30180416554515,-17.46456118127324,25.445728266369542
135,-138.10670906719787,-144.344138948267,6.237429881069119,25.442147183544787
136,-167.6709452620698,-149.35139150289965,-18.319553759170162,25.471079004512738
137,-148.58932661768014,-146.17828697310136,-2.4110396445787785,25.49377383405728
138,-145.67744888674474,-145.61683961947807,-0.060609267266670486,25.434370006472655
139,-156.54751613232253,-147.59470283333084,-8.952813298991686,25.419459018925753
140,-183.34532609901404,-152.76336613855844,-30.581959960455606,25.424721556295253
141,-126.33924634394542,-141.4736894797814,15.13444313583598,25.41997232640559
142,-146.76530089920567,-145.90409080660424,-0.861210092601425,25.441256735129617
143,-135.88871883835705,-143.37750522987264,7.488786391515589,25.431997480731955
144,-173.41552529381335,-151.2807986566403,-22.13472663717306,25.44752367616733
145,-185.5811133723789,-153.37055279686294,-32.210560575515956,25.425790629724183
146,-159.20845306035102,-148.27542474620694,-10.933028314144082,25.50983401179793
147,-117.49230502552936,-140.3558795471372,22.86357452160783,25.45272272157066
148,-193.82238746951828,-155.75934725382163,-38.063040215696645,25.42585301495686
149,-143.53954506627872,-146.5566287615871,3.017083695308372,25.457460197717474
150,-193.79482950622332,-156.68702977670725,-37.107799729516074,25.484435436900664
151,-165.1336496049087,-150.83031469624035,-14.303334908668347,25.48217395191779
152,-114.89235172132167,-140.80996587511103,25.91761415378936,25.463148345435123
153,-152.9951265054088,-148.58109444409655,-4.414032061312241,25.477231147046542
154,-164.49705195182256,-149.86647163654843,-14.63058031527413,25.452042327872327
155,-150.93574617264773,-147.51006828106384,-3.425677891583888,25.48072355685896
156,-106.99863406519724,-139.20947726702136,32.21084320182412,25.449077133626005
157,-154.66053362405532,-147.95698378923166,-6.7035498348236615,25.47030199704244
158,-170.87519566214416,-153.0457599416339,-17.829435720510276,25.573601802125154
159,-148.15282019392234,-147.6938151916823,-0.4590050022400476,25.504499299870503
160,-111.61329650427663,-139.0229694476808,27.40967294340416,25.43879821167302
161,-136.0094845050022,-144.42059751436253,8.41111300936032,25.419291335381267
162,-139.99479743314893,-144.8040183432462,4.809220910097281,25.424166224849596
163,-120.10154432157417,-140.84190818073844,20.740363859164276,25.416153082352594
164,-155.130407361975,-148.4201956179306,-6.710211744044386,25.445138173796025
165,-148.4705003077819,-146.53437567815587,-1.936124629626022,25.449541344044224
166,-149.40543047618593,-148.10202593958675,-1.3034045365991744,25.453876161631303
167,-107.95557858894972,-138.75309897294454,30.797520383994822,25.44582064320892
168,-121.0118569081054,-142.12733441097959,21.115477502874185,25.434809838320884
169,-149.13738186770115,-147.5602085492292,-1.5771733184719494,25.47965308614882
170,-149.02811412346944,-145.79621241187226,-3.2319017115971747,25.42872877735871
171,-136.11709749253757,-144.3303571480596,8.213259655522023,25.468467948918452
172,-169.994090056443,-151.75202330300542,-18.242066753437598,25.446502807382235
173,-125.80690809783869,-142.71612044748616,16.909212349647476,25.478328941613878
174,-148.66608286691022,-147.0836206656955,-1.5824622012147245,25.420278341447204
175,-199.0766019959672,-157.88045218880202,-41.19614980716517,25.474288549594576
176,-149.55626317871233,-148.21117194510774,-1.3450912336045917,25.452127644680093
177,-235.8064863466145,-164.92312123070687,-70.88336511590762,25.48181403558805
